,class,text,text_trat
3389,0,Same as kallis dismissial in 2nd test:-).,kallis dismissial 2nd test : -
3390,0,O. Guess they both got screwd,guess got screwd
3391,1,Please CALL 08712402972 immediately as there is an urgent message waiting for you,please call 08712402972 immediately urgent message waiting
3392,0,"I'm in a meeting, call me later at",meeting call later
3393,0,What r u cooking me for dinner?,cooking dinner ?
3394,0,Ok thanx...,ok thanx
3395,0,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,bull plan go floating ikea without care world live mess another day
3396,0,Then i buy.,buy
3397,1,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,urgent ! mobile number awarded £ 2000 bonus caller prize call 09058095201 land line valid 12hrs
3398,0,Heehee that was so funny tho,heehee funny tho
3399,0,It only does simple arithmetic not percentages.,simple arithmetic percentages
3400,0,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",yeah leave hour least how's sound ?
3401,1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",valued customer pleased advise following recent review mob awarded £ 1500 bonus prize call 09066364589
3402,0,Thanks honey. Have a great day.,thanks honey great day
3403,0,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""","'an amazing quote'' - ""sometimes life difficult decide whats wrong ! ! lie brings smile truth brings tear """
3404,0,Good night my dear.. Sleepwell&amp;Take care,good night dear sleepwell&amp ; take care
3405,0,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,ü ask dad pick ü lar ü wan stay 6 meh
3406,0,"Jus chillaxin, what up",jus chillaxin
3407,0,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.,hey das cool iknow wellda peril studentfinancial crisis ! spk l8r
3408,0,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING","beautiful truth gravity read carefully : ""our heart feels light someone feels heavy someone leaves "" goodmorning"
3409,1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,want new nokia 3510i colour phone deliveredtomorrow ? 300 free minutes mobile + 100 free texts + free camcorder reply call 08000930705
3410,0,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",whats coming hill monster ! hope great day things going fine busy though !
3411,0,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,joy's father john john _ _ _ _ joy's father ans ths hav &lt ; #&gt ; iq tis ias question try answer
3412,0,Only once then after ill obey all yours.,ill obey
3413,0,No she didnt. I will search online and let you know.,didnt search online let know
3414,0,Where do you need to go to get it?,need go get ?
3415,0,No pic. Please re-send.,pic please - send
3416,0,He remains a bro amongst bros,remains bro amongst bros
3417,0,Uhhhhrmm isnt having tb test bad when youre sick,uhhhhrmm isnt tb test bad youre sick
3418,0,But i haf enuff space got like 4 mb...,haf enuff space got like mb
3419,1,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,life never much fun great came made truly special forget ! enjoy @ one gbp/sms
3420,1,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,want new video phone ? 600 anytime network mins 400 inclusive video calls downloads 5 per week free deltomorrow call 08002888812 reply
3421,1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",valued customer pleased advise following recent review mob awarded £ 1500 bonus prize call 09066368470
3422,1,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,welcome ! please reply age gender begin 24m
3423,1,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,freemsg : 1 - month unlimited free calls ! activate smartcall txt : call : 68866 subscriptn3gbp/wk unlimited calls help : 08448714184 stop ? txt stop landlineonly
3424,1,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,mobile 10 mths ? update latest orange camera/video phones free save £ free texts/weekend calls text yes callback orno opt
3425,1,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,new club & dont fink met yet gr8 please leave msg 2day wiv area 09099726553 reply promised carlie calls £ 1/minmobsmore lkpobox177hp51fl
3426,0,True. Its easier with her here.,true easier
3427,0,Sure but since my parents will be working on Tuesday I don't really need a cover story,sure since parents working tuesday really need cover story
3428,0,Haha okay... Today weekend leh... ,haha okay today weekend leh
3429,0,Hi darlin did youPhone me? Im atHome if youwanna chat.,hi darlin youphone ? im athome youwanna chat
3430,0,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,know jack shit anything i'd say/ask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga
3431,0,You've always been the brainy one.,always brainy one
3432,0,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,yeah get random dude need change info sheets party &lt ; #&gt ; /7 never study safe
3433,1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,camera - awarded sipix digital camera ! call 09061221066 fromm landline delivery within 28 days
3434,0,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",christmas occasion celebrated reflection values desires affections &amp ; traditions ideal christmas
3435,0,Sending you greetings of joy and happiness. Do have a gr8 evening,sending greetings joy happiness gr8 evening
3436,0,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal free ? katexxx
3437,0,If india win or level series means this is record:),india win level series means record :
3438,0,Then what about further plan?,plan ?
3439,0,Its good to hear from you,good hear
3440,0,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",awesome deal gate ? charles told last night uh yeah
3441,0,What time you thinkin of goin?,time thinkin goin ?
3442,1,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,get free mobile video player free movie collect text go 89105 free ! extra films ordered t's c's apply 18 yrs
3443,1,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,save money wedding lingerie www bridal petticoatdreams co uk choose superb selection national delivery brought weddingfriend
3444,0,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,board working fine issue overheating also reslove still software inst pending come around 8'o clock
3445,0,Yes but I don't care cause I know its there!,yes care cause know !
3446,0,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..","wiskey brandy rum gin beer vodka scotch shampain wine ""kudi""yarasu dhina vaazhthukkal"
3447,0,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",mon okie lor haha best cheap gd food la ex oso okie depends whether wana eat western chinese food den prefer
3448,0,Sitting ard nothing to do lor. U leh busy w work?,sitting ard nothing lor leh busy work ?
3449,0,Its  &lt;#&gt; k here oh. Should i send home for sale.,&lt ; #&gt ; oh send home sale
3450,0,Sorry. || mail? || ,sorry || mail ? ||
3451,0,Ya just telling abt tht incident..,ya telling abt tht incident
3452,0,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,yes outside like hours called whole family wake cause started 1
3453,0,Ugh just got outta class,ugh got outta class
3454,0,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted books masteriastering amplikater fidalfication ? champlaxigating think atrocious wotz opinion ? ? ? ? junna
3455,0,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,dont file bag work called 'll tell find anything room
3456,0,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,need lar jus testing phone card dunno network gd thk waiting sis finish bathing bathe dun disturb liao cleaning room
3457,0,Ok. I.ll do you right later.,ok right later
3458,0,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,friendship poem : dear dear near hear dont get fear live cheer tear always dear gud ni8
3459,0,Have your lunch and come quickly and open the door:),lunch come quickly open door :
3460,1,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,heard u4 call night knickers make beg like last time 01223585236 xx luv nikiyu4 net
3461,0,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,back bit long cos accident a30 divert via wadebridge brilliant weekend thanks speak soon lots love
3462,0,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",yan jiu liao sat go bugis vill one frm 10 3 den hop parco nb sun go cine frm 1030 den hop orc mrt hip hop
3463,1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,bloomberg - message center +447797706009 wait ? apply future http : //careers bloomberg com
3464,0,i am seeking a lady in the street and a freak in the sheets. Is that you?,seeking lady street freak sheets ?
3465,0,My phone,phone
3466,0,"Haha figures, well I found the piece and priscilla's bowl",haha figures well found piece priscilla's bowl
3467,0,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",actually fuck whatever find excuse tampa point january though
